object_num,max_cc_time,time_start,time_end,max_cc_val,max_sig,time_diff
317,970.8,930.8,1008.8,-0.37559,-2.19208,78.0
329,-16.8,-25.6,9.6,0.25599,2.21219,35.2
330,13.2,-4.8,48.4,0.35669,2.42616,53.2
331,-22.8,-45.6,18.4,0.29782,2.36979,64.0
335,-478.4,-494.4,-464.4,-0.30815,-2.40996,30.0
337,-50.8,-88.0,86.4,0.38704,2.52085,174.4
339,4.0,-12.0,56.0,0.2567,2.29042,68.0
358,-1064.4,-1093.2,-1058.4,-0.62628,-2.65952,34.8
358,-16.0,-50.4,49.2,0.46271,2.43946,99.6
358,2301.2,2277.6,2331.2,-0.44329,-2.189,53.6
361,9.6,-18.8,20.8,0.44936,3.33366,39.6
361,114.4,60.4,130.0,0.41549,3.00844,69.6
363,37.6,-9.2,113.6,0.46125,2.87669,122.8
364,-882.8,-913.2,-859.6,0.3608,2.13397,53.6
364,-495.2,-556.8,-429.6,-0.29785,-2.26271,127.2
386,2.8,-6.8,16.0,0.47963,2.89384,22.8
406,0.4,-16.4,16.8,0.30622,2.65344,33.2
409,22.4,2.0,79.2,0.31357,2.11558,77.2
409,390.8,365.2,406.8,0.30138,2.28769,41.6
409,496.8,476.0,506.8,0.33799,2.60566,30.8
416,1847.2,1782.8,1884.8,0.27356,2.13104,102.0
418,-9.2,-70.0,102.0,0.34436,2.27379,172.0
420,1656.4,1610.0,1768.0,0.36248,2.83039,158.0
420,2482.0,2429.6,2568.4,-0.3632,-2.31589,138.8
421,8.8,-56.4,50.0,0.34871,2.69667,106.4
427,2109.6,2068.0,2137.6,-0.4335,-2.32952,69.6
428,-0.8,-20.8,55.6,0.40817,2.53114,76.4
432,1290.8,1200.0,1323.2,-0.45865,-2.21042,123.2
433,-1.2,-10.8,23.6,0.27634,2.57882,34.4
448,1.6,-31.6,52.4,0.42507,2.43572,84.0
458,-446.4,-478.4,-424.0,0.41286,2.32305,54.4
458,-12.4,-70.8,3.2,0.4854,2.93611,74.0
458,388.8,359.6,421.6,0.39845,2.24378,62.0
467,-693.6,-710.4,-681.2,-0.4625,-2.54354,29.2
467,570.8,471.2,606.0,-0.32914,-2.45362,134.8
467,1043.2,1009.2,1235.6,0.30063,2.25759,226.4
471,-1115.2,-1142.0,-1065.6,-0.49039,-2.55311,76.4
471,-370.8,-438.8,-313.6,-0.39165,-2.48835,125.2
472,-737.6,-840.8,-725.6,0.35132,2.33287,115.2
478,-706.8,-721.2,-637.2,-0.70072,-2.97281,84.0
478,-96.4,-120.8,-78.4,0.43631,2.24962,42.4
489,261.2,230.4,300.0,0.33471,2.22546,69.6
489,1068.8,1040.4,1147.6,-0.3128,-2.16944,107.2
489,2074.8,2053.6,2104.8,0.35906,2.4707,51.2
512,85.2,-4.8,103.2,0.32706,2.39525,108.0
551,-776.4,-789.6,-760.8,0.47647,2.40832,28.8
551,38.8,-13.6,59.2,0.52763,3.01371,72.8
551,931.2,852.8,953.6,0.434,2.51262,100.8
551,1290.4,1272.0,1313.2,0.39915,2.11241,41.2
563,-108.8,-156.0,-3.2,0.27317,2.31294,152.8
564,278.4,198.8,455.6,0.53742,2.72225,256.8
629,-805.6,-838.4,-778.0,0.39773,2.39844,60.4
629,-408.0,-434.0,-388.0,-0.33516,-2.33242,46.0
629,46.8,30.4,64.8,0.30522,2.42474,34.4
642,-72.8,-96.4,4.4,0.50668,2.86377,100.8
645,2562.0,2443.2,2689.2,-0.45336,-2.2362,246.0
665,-7.6,-40.4,30.4,0.40304,3.19374,70.8
665,617.2,580.0,669.6,-0.27146,-2.1787,89.6
667,15.6,-4.8,75.6,0.29712,2.56851,80.4
667,865.2,825.6,900.0,-0.31544,-2.29923,74.4
697,-19.2,-56.8,38.4,0.37115,2.56214,95.2
736,1229.6,1120.0,1297.2,-0.39569,-2.30747,177.2
