object_num,max_cc_time,time_start,time_end,max_cc_val,max_sig,time_diff
7020,-2.0,-5.2,4.4,0.21003,13.32646,9.6
7021,-0.8,-5.2,7.2,0.22433,14.17058,12.4
7022,-0.4,-8.0,22.4,0.05949,3.85407,30.4
7030,-580.8,-627.6,-542.8,-0.04829,-3.49788,84.8
7030,-0.8,-5.2,4.8,0.221,16.50959,10.0
7031,-493.6,-515.6,-488.0,-0.04338,-3.16267,27.6
7031,0.0,-4.8,5.6,0.22683,16.984,10.4
7032,10.8,-2.0,24.4,0.232,17.49431,26.4
7032,1374.0,1248.8,1392.4,-0.05453,-4.10911,143.6
